,X,Date,Cloud,Disc,Humidity,MaxTemp,MinTemp,Pressure,Rain,WindDir,WindSpeed,Failure.Rate,Temp,Total_Failures,Water_Failures,Heat_Failures,NA_Failures,Ferrule_Failures,Excessive Heat,PLIC Joint Failures,,
530,530,6/13/2017,0,Sunny,57,39,31,998,0,SW,16,4,34.1,0.222222222222222,0.166666666666667,0.055555555555556,0.111111111111111,0,0.055555555555556,0,,
531,531,6/14/2017,0,Sunny,51,41,32,999,0,ESE,11,1,36.9,0.055555555555556,0,0.055555555555556,0,0,0,0.055555555555556,,
532,532,6/15/2017,0,Sunny,42,41,35,1000,0,ENE,14,7,39.7,0.388888888888889,0.166666666666667,0.222222222222222,0,0,0,0.222222222222222,,
533,533,6/16/2017,0,Sunny,43,42,34,1000,0,SSW,16,6,38.1,0.333333333333333,0,0.333333333333333,0.055555555555556,0,0,0.333333333333333,,
534,534,6/17/2017,0,Sunny,48,41,34,998,0,WSW,15,4,36.8,0.222222222222222,0,0.222222222222222,0.055555555555556,0,0,0.222222222222222,,
535,535,6/18/2017,0,Sunny,56,40,32,997,0,SW,16,4,35.4,0.222222222222222,0,0.222222222222222,0.055555555555556,0,0,0.222222222222222,,
536,536,6/19/2017,0,Sunny,56,39,31,997,0,WSW,16,3,33.8,0.166666666666667,0,0.166666666666667,0,0,0,0.166666666666667,,
537,537,6/20/2017,0,Sunny,58,39,31,996,0,WSW,14,3,34.7,0.166666666666667,0,0.166666666666667,0.055555555555556,0,0,0.166666666666667,,
538,538,6/21/2017,0,Sunny,60,38,32,996,0,WSW,12,0,34.5,0,0,0,0.222222222222222,0,0,0,,
539,539,6/22/2017,0,Sunny,58,39,33,998,0,WNW,11,1,35.8,0.055555555555556,0,0.055555555555556,0.055555555555556,0,0,0.055555555555556,,
540,540,6/23/2017,0,Sunny,51,40,35,998,0,SW,10,1,37.3,0.055555555555556,0,0.055555555555556,0,0,0,0.055555555555556,,
541,541,6/24/2017,0,Sunny,50,39,33,998,0,WSW,11,1,36.7,0.055555555555556,0.055555555555556,0,0.055555555555556,0,0,0,,
542,542,6/25/2017,7,Sunny,49,39,33,998,0,WSW,13,3,35.9,0.166666666666667,0,0.166666666666667,0,0,0,0.166666666666667,,
543,543,6/26/2017,9,Sunny,52,39,32,998,0,WSW,13,0,35.7,0,0,0,0,0,0,0,,
544,544,6/27/2017,3,Sunny,54,39,31,998,0,WSW,13,5,34.1,0.277777777777778,0.055555555555556,0.222222222222222,0.166666666666667,0,0,0.222222222222222,,
545,545,6/28/2017,10,Sunny,51,40,31,996,0,W,8,3,34.9,0.166666666666667,0,0.166666666666667,0.222222222222222,0,0.055555555555556,0.111111111111111,,
546,546,6/29/2017,0,Sunny,39,42,33,996,0,E,11,2,38.4,0.111111111111111,0.055555555555556,0.055555555555556,0.055555555555556,0,0,0.055555555555556,,
547,547,6/30/2017,0,Sunny,39,41,34,995,0,S,14,1,37.3,0.055555555555556,0.055555555555556,0,0.055555555555556,0,0,0,,
548,548,7/1/2017,0,Sunny,45,41,33,996,0,WSW,13,0,37.5,0,0,0,0,0,0,0,,
549,549,7/2/2017,0,Sunny,47,41,34,996,0,WNW,10,5,36.8,0.277777777777778,0.111111111111111,0.166666666666667,0.055555555555556,0,0.055555555555556,0.111111111111111,,
550,550,7/3/2017,0,Sunny,51,42,33,997,0,WSW,12,0,35.6,0,0,0,0,0,0,0,,
551,551,7/4/2017,1,Sunny,52,39,32,997,0,SW,12,0,35.5,0,0,0,0.055555555555556,0,0,0,,
552,552,7/5/2017,3,Sunny,46,39,32,997,0,WSW,12,1,36.4,0.055555555555556,0,0.055555555555556,0.055555555555556,0,0,0.055555555555556,,
553,553,7/6/2017,5,Sunny,47,40,33,996,0,SW,11,3,36.8,0.166666666666667,0,0.111111111111111,0,0.055555555555556,0.055555555555556,0.055555555555556,,
554,554,7/7/2017,0,Sunny,49,41,33,995,0,S,15,3,38.2,0.166666666666667,0.111111111111111,0,0,0.055555555555556,0,0,,
555,555,7/8/2017,8,Sunny,55,41,33,998,0,E,19,2,38.8,0.111111111111111,0,0.111111111111111,0.055555555555556,0,0.111111111111111,0,,
556,556,7/9/2017,11,Sunny,51,40,34,998,0,SSW,14,2,38.4,0.111111111111111,0.111111111111111,0,0,0,0,0,,
557,557,7/10/2017,7,Sunny,45,41,35,999,0,SW,12,3,39.4,0.166666666666667,0,0.166666666666667,0,0,0,0.166666666666667,,
558,558,7/11/2017,3,Sunny,45,41,35,999,0,SW,14,2,38.3,0.111111111111111,0,0.111111111111111,0.055555555555556,0,0,0.111111111111111,,
559,559,7/12/2017,3,Sunny,43,41,34,996,0,SSW,15,2,40.2,0.111111111111111,0,0.111111111111111,0,0,0,0.111111111111111,,
560,560,7/13/2017,4,Sunny,46,41,35,996,0,WSW,19,1,38.7,0.055555555555556,0,0.055555555555556,0.222222222222222,0,0,0.055555555555556,,
561,561,7/14/2017,0,Sunny,53,41,34,997,0,SW,14,2,38,0.111111111111111,0,0.111111111111111,0.055555555555556,0,0,0.111111111111111,,
562,562,7/15/2017,5,Sunny,50,41,34,998,0,ESE,12,2,39.1,0.111111111111111,0,0.111111111111111,0.055555555555556,0,0.055555555555556,0.055555555555556,,
563,563,7/16/2017,5,Sunny,44,41,36,998,0,SSW,14,5,39.6,0.277777777777778,0.166666666666667,0.111111111111111,0,0,0,0.111111111111111,,
564,564,7/17/2017,18,Partly cloudy,47,41,35,998,0,SW,11,5,38.8,0.277777777777778,0,0.277777777777778,0,0,0,0.277777777777778,,
565,565,7/18/2017,6,Sunny,45,40,34,997,0,S,9,1,38.3,0.055555555555556,0,0.055555555555556,0.111111111111111,0,0,0.055555555555556,,
566,566,7/19/2017,0,Sunny,27,43,36,996,0,E,19,2,41.1,0.111111111111111,0,0.111111111111111,0,0,0.055555555555556,0.055555555555556,,
567,567,7/20/2017,0,Sunny,34,42,35,996,0,SSE,12,2,39,0.111111111111111,0,0.111111111111111,0,0,0.055555555555556,0.055555555555556,,
568,568,7/21/2017,3,Sunny,39,42,35,996,0,S,13,3,38.9,0.166666666666667,0,0.166666666666667,0.055555555555556,0,0,0.166666666666667,,
569,569,7/22/2017,2,Sunny,44,41,36,997,0,WSW,14,1,38.6,0.055555555555556,0,0.055555555555556,0.111111111111111,0,0,0.055555555555556,,
570,570,7/23/2017,0,Sunny,48,42,35,996,0,WSW,11,4,38.1,0.222222222222222,0.111111111111111,0.111111111111111,0.166666666666667,0,0,0.111111111111111,,
571,571,7/24/2017,0,Sunny,43,42,35,996,0,SSW,14,2,39.1,0.111111111111111,0,0.055555555555556,0,0.055555555555556,0,0.055555555555556,,
572,572,7/25/2017,1,Sunny,44,42,36,996,0,S,13,0,39.1,0,0,0,0.055555555555556,0,0,0,,
573,573,7/26/2017,0,Sunny,45,42,37,996,0,S,10,0,39.9,0,0,0,0.055555555555556,0,0,0,,
574,574,7/27/2017,2,Sunny,45,41,37,998,0,W,11,2,39.6,0.111111111111111,0,0.111111111111111,0,0,0,0.111111111111111,,
575,575,7/28/2017,1,Sunny,51,41,36,999,0,SW,11,3,38.1,0.166666666666667,0,0.111111111111111,0.055555555555556,0.055555555555556,0,0.111111111111111,,
576,576,7/29/2017,8,Partly cloudy,53,40,35,999,0,S,10,3,36.9,0.166666666666667,0,0.166666666666667,0.055555555555556,0,0.055555555555556,0.111111111111111,,
577,577,7/30/2017,2,Sunny,55,40,34,999,0,SSE,11,2,36.4,0.111111111111111,0.055555555555556,0.055555555555556,0.055555555555556,0,0,0.055555555555556,,
578,578,7/31/2017,5,Sunny,55,40,34,999,0,SW,12,2,37.1,0.111111111111111,0,0.111111111111111,0.055555555555556,0,0.055555555555556,0.055555555555556,,
579,579,8/1/2017,2,Sunny,56,40,35,999,0,WNW,11,1,37.5,0.055555555555556,0,0.055555555555556,0,0,0,0.055555555555556,,
580,580,8/2/2017,1,Sunny,46,42,36,999,0,SE,12,1,40.8,0.055555555555556,0,0.055555555555556,0,0,0.055555555555556,0,,
581,581,8/3/2017,10,Sunny,40,41,37,998,0,SE,12,0,41.4,0,0,0,0.222222222222222,0,0,0,,
582,582,8/4/2017,8,Sunny,46,41,35,997,0,WSW,11,3,39.1,0.166666666666667,0,0.166666666666667,0,0,0,0.166666666666667,,
583,583,8/5/2017,0,Sunny,53,41,36,996,0,SW,10,1,37.7,0.055555555555556,0,0.055555555555556,0.111111111111111,0,0,0.055555555555556,,
584,584,8/6/2017,0,Sunny,41,41,35,997,0,E,11,1,39.6,0.055555555555556,0,0.055555555555556,0,0,0,0.055555555555556,,
585,585,8/7/2017,1,Sunny,34,42,36,998,0,E,14,1,40.6,0.055555555555556,0.055555555555556,0,0.111111111111111,0,0,0,,
586,586,8/8/2017,0,Sunny,39,43,35,1000,0,SE,12,1,39.8,0.055555555555556,0,0.055555555555556,0.111111111111111,0,0,0.055555555555556,,
587,587,8/9/2017,0,Sunny,43,41,35,999,0,SW,13,0,37.6,0,0,0,0,0,0,0,,
588,588,8/10/2017,0,Sunny,47,41,34,997,0,E,13,2,38.9,0.111111111111111,0,0.111111111111111,0,0,0,0.111111111111111,,
589,589,8/11/2017,0,Sunny,45,41,34,998,0,NE,13,1,39.3,0.055555555555556,0,0.055555555555556,0.055555555555556,0,0,0.055555555555556,,
590,590,8/12/2017,0,Sunny,42,43,35,999,0,SW,13,2,37.3,0.111111111111111,0.055555555555556,0.055555555555556,0.055555555555556,0,0,0.055555555555556,,
591,591,8/13/2017,0,Sunny,49,40,35,999,0,SW,14,1,36.9,0.055555555555556,0,0.055555555555556,0,0,0.055555555555556,0,,
592,592,8/14/2017,3,Sunny,50,40,34,1000,0,SSE,15,2,37.9,0.111111111111111,0,0.111111111111111,0,0,0,0.111111111111111,,
593,593,8/15/2017,9,Sunny,51,40,35,1001,0,SE,15,4,37.6,0.222222222222222,0.111111111111111,0.111111111111111,0,0,0.111111111111111,0,,
594,594,8/16/2017,6,Sunny,50,38,34,1002,0,SSW,14,1,35.6,0.055555555555556,0.055555555555556,0,0.111111111111111,0,0,0,,
595,595,8/17/2017,2,Sunny,51,38,34,1001,0,SW,13,0,36.5,0,0,0,0,0,0,0,,
596,596,8/18/2017,2,Sunny,51,38,34,1000,0,SW,9,0,36.8,0,0,0,0,0,0,0,,
597,597,8/19/2017,1,Sunny,55,40,35,999,0,WSW,7,1,35.2,0.055555555555556,0,0.055555555555556,0.055555555555556,0,0,0.055555555555556,,
598,598,8/20/2017,2,Sunny,45,41,33,1000,0,ENE,16,1,38.6,0.055555555555556,0,0.055555555555556,0.055555555555556,0,0.055555555555556,0,,
599,599,8/21/2017,3,Sunny,41,40,35,999,0,SSW,12,1,37.3,0.055555555555556,0,0.055555555555556,0,0,0,0.055555555555556,,
600,600,8/22/2017,2,Sunny,40,43,34,998,0,E,13,2,37.4,0.111111111111111,0.111111111111111,0,0.111111111111111,0,0,0,,
601,601,8/23/2017,6,Sunny,45,40,34,1000,0,ENE,15,0,36.4,0,0,0,0,0,0,0,,
602,602,8/24/2017,21,Partly cloudy,52,38,33,1002,0,ESE,15,3,35.2,0.166666666666667,0.111111111111111,0.055555555555556,0.277777777777778,0,0.055555555555556,0,,
603,603,8/25/2017,4,Sunny,56,37,33,1001,0,SW,15,0,34.6,0,0,0,0,0,0,0,,
604,604,8/26/2017,0,Sunny,56,38,32,999,0,S,13,0,35,0,0,0,0,0,0,0,,
605,605,8/27/2017,0,Sunny,51,39,32,999,0,SSE,11,1,36.3,0.055555555555556,0,0,0.055555555555556,0.055555555555556,0,0,,
606,606,8/28/2017,0,Sunny,35,40,33,1000,0,ESE,12,0,37.7,0,0,0,0,0,0,0,,
607,607,8/29/2017,0,Sunny,33,40,34,1000,0,SW,11,5,36.4,0.277777777777778,0.166666666666667,0.111111111111111,0,0,0.111111111111111,0,,
608,608,8/30/2017,0,Sunny,46,39,32,1000,0,WSW,13,1,35.9,0.055555555555556,0.055555555555556,0,0.055555555555556,0,0,0,,
609,609,8/31/2017,0,Sunny,63,38,32,1000,0,SSW,11,0,33.9,0,0,0,0,0,0,0,,
610,610,9/1/2017,4,Sunny,60,39,31,1000,0,W,10,0,33.3,0,0,0,0,0,0,0,,
611,611,9/2/2017,17,Partly cloudy,56,40,32,1001,0,SSE,11,0,34.4,0,0,0,0,0,0,0,,
612,612,9/3/2017,1,Sunny,52,38,32,1001,0,S,12,0,34.9,0,0,0,0.111111111111111,0,0,0,,
613,613,9/4/2017,0,Sunny,45,40,33,1003,0,SE,12,0,36.8,0,0,0,0.055555555555556,0,0,0,,
614,614,9/5/2017,0,Sunny,45,39,34,1004,0,SSE,14,0,37,0,0,0,0.055555555555556,0,0,0,,
615,615,9/6/2017,1,Sunny,44,39,34,1003,0,SSE,14,1,36.9,0.055555555555556,0.055555555555556,0,0,0,0,0,,
616,616,9/7/2017,0,Sunny,48,39,34,1004,0,S,13,1,36.6,0.055555555555556,0,0.055555555555556,0,0,0,0.055555555555556,,
617,617,9/8/2017,0,Sunny,51,38,33,1005,0,SW,12,1,36.1,0.055555555555556,0,0.055555555555556,0,0,0,0.055555555555556,,
618,618,9/9/2017,1,Sunny,56,38,33,1005,0,SW,11,0,35.6,0,0,0,0,0,0,0,,
619,619,9/10/2017,2,Sunny,61,37,31,1004,0,SW,10,1,33.7,0.055555555555556,0.055555555555556,0,0.111111111111111,0,0,0,,
620,620,9/11/2017,0,Sunny,50,41,32,1005,0,ENE,11,0,36,0,0,0,0,0,0,0,,
621,621,9/12/2017,0,Sunny,45,40,32,1006,0,S,13,2,35.8,0.111111111111111,0.055555555555556,0.055555555555556,0.055555555555556,0,0,0.055555555555556,,
622,622,9/13/2017,0,Sunny,49,38,32,1006,0,S,14,2,34.8,0.111111111111111,0.111111111111111,0,0.111111111111111,0,0,0,,
623,623,9/14/2017,0,Sunny,51,38,33,1005,0,S,9,0,35,0,0,0,0.055555555555556,0,0,0,,
624,624,9/15/2017,0,Sunny,50,38,33,1005,0,S,9,0,35,0,0,0,0,0,0,0,,
625,625,9/16/2017,0,Sunny,47,38,32,1005,0,SW,9,0,34.9,0,0,0,0,0,0,0,,
626,626,9/17/2017,0,Sunny,56,38,33,1005,0,WSW,10,0,34.5,0,0,0,0.055555555555556,0,0,0,,
627,627,9/18/2017,0,Sunny,45,39,32,1005,0,WSW,12,1,36.2,0.055555555555556,0.055555555555556,0,0,0,0,0,,
628,628,9/19/2017,0,Sunny,46,40,33,1005,0,WSW,10,5,35.2,0.277777777777778,0.222222222222222,0.055555555555556,0,0,0.055555555555556,0,,
629,629,9/20/2017,0,Sunny,41,38,33,1004,0,ESE,9,1,34.9,0.055555555555556,0.055555555555556,0,0.111111111111111,0,0,0,,
630,630,9/21/2017,0,Sunny,30,39,32,1003,0,ENE,16,1,36.9,0.055555555555556,0.055555555555556,0,0,0,0,0,,
631,631,9/22/2017,0,Sunny,30,38,32,1004,0,ENE,15,0,36.1,0,0,0,0,0,0,0,,
632,632,9/23/2017,0,Sunny,34,38,34,1006,0,SSE,11,1,35.7,0.055555555555556,0,0.055555555555556,0.055555555555556,0,0.055555555555556,0,,
633,633,9/24/2017,0,Sunny,36,38,32,1007,0,SE,10,0,34.5,0,0,0,0.111111111111111,0,0,0,,
634,634,9/25/2017,0,Sunny,45,38,30,1007,0,SW,11,0,32.9,0,0,0,0,0,0,0,,
635,635,9/26/2017,0,Sunny,56,37,30,1006,0,WSW,9,1,32.1,0.055555555555556,0.055555555555556,0,0,0,0,0,,
636,636,9/27/2017,0,Sunny,59,37,31,1008,0,SSW,10,2,32.1,0.111111111111111,0.111111111111111,0,0.166666666666667,0,0,0,,
637,637,9/28/2017,0,Sunny,61,37,31,1007,0,SW,12,0,32.8,0,0,0,0,0,0,0,,
638,638,9/29/2017,0,Sunny,68,37,31,1006,0,WSW,9,0,32.3,0,0,0,0,0,0,0,,
639,639,9/30/2017,0,Sunny,61,37,31,1007,0,S,9,0,33.3,0,0,0,0,0,0,0,,
640,640,10/1/2017,0,Sunny,49,38,31,1009,0,SSW,12,0,33.8,0,0,0,0,0,0,0,,
641,641,10/2/2017,0,Sunny,54,37,31,1007,0,SSW,10,1,33.3,0.055555555555556,0,0.055555555555556,0,0,0.055555555555556,0,,
642,642,10/3/2017,0,Sunny,61,37,31,1006,0,W,10,1,32.8,0.055555555555556,0.055555555555556,0,0,0,0,0,,
643,643,10/4/2017,0,Sunny,55,37,30,1007,0,SSW,11,0,33.1,0,0,0,0,0,0,0,,
644,644,10/5/2017,1,Sunny,55,36,30,1007,0,SW,12,1,33.3,0.055555555555556,0,0.055555555555556,0,0,0.055555555555556,0,,
645,645,10/6/2017,0,Sunny,65,30,30,1007,0,NNE,8,2,32.7,0.111111111111111,0,0.111111111111111,0,0,0,0.111111111111111,,
646,646,10/7/2017,0,Sunny,52,37,30,1010,0,SW,13,0,32.7,0,0,0,0,0,0,0,,
647,647,10/8/2017,0,Sunny,60,36,29,1009,0,SW,13,0,32.7,0,0,0,0.055555555555556,0,0,0,,
648,648,10/9/2017,0,Sunny,66,36,31,1007,0,W,10,0,32.6,0,0,0,0,0,0,0,,
649,649,10/10/2017,0,Sunny,66,36,30,1007,0,WSW,8,0,32.2,0,0,0,0,0,0,0,,
650,650,10/11/2017,0,Sunny,59,36,28,1006,0,SSW,10,1,31.8,0.055555555555556,0,0.055555555555556,0.055555555555556,0,0.055555555555556,0,,
651,651,10/12/2017,0,Sunny,57,37,30,1007,0,SSW,11,1,32.4,0.055555555555556,0,0.055555555555556,0.055555555555556,0,0,0.055555555555556,,
652,652,10/13/2017,0,Sunny,61,35,29,1007,0,WSW,9,0,31.6,0,0,0,0,0,0,0,,
653,653,10/14/2017,0,Sunny,57,36,29,1006,0,WSW,8,0,31.2,0,0,0,0,0,0,0,,
654,654,10/15/2017,0,Sunny,56,35,29,1007,0,SW,8,2,31.3,0.111111111111111,0.111111111111111,0,0.055555555555556,0,0,0,,
655,655,10/16/2017,0,Sunny,58,35,28,1008,0,WSW,9,1,31.3,0.055555555555556,0.055555555555556,0,0.111111111111111,0,0,0,,
656,656,10/17/2017,0,Sunny,55,35,27,1007,0,SW,9,0,30.8,0,0,0,0.111111111111111,0,0,0,,
657,657,10/18/2017,0,Sunny,56,35,27,1009,0,SSW,8,0,30.9,0,0,0,0,0,0,0,,
658,658,10/19/2017,0,Sunny,46,36,28,1011,0,NE,13,1,32.4,0.055555555555556,0.055555555555556,0,0.055555555555556,0,0,0,,
659,659,10/20/2017,0,Sunny,41,36,29,1010,0,S,9,0,31.9,0,0,0,0.055555555555556,0,0,0,,
660,660,10/21/2017,0,Sunny,58,34,28,1009,0,W,9,0,30.8,0,0,0,0,0,0,0,,
661,661,10/22/2017,0,Sunny,56,34,27,1008,0,SW,12,0,30.8,0,0,0,0,0,0,0,,
662,662,10/23/2017,0,Sunny,63,34,27,1010,0,WSW,12,1,30.9,0.055555555555556,0.055555555555556,0,0,0,0,0,,
663,663,10/24/2017,0,Sunny,55,34,27,1013,0,S,9,3,31.2,0.166666666666667,0.055555555555556,0.111111111111111,0.166666666666667,0,0,0.111111111111111,,
664,664,10/25/2017,0,Sunny,49,35,27,1014,0,ESE,10,0,31.2,0,0,0,0.111111111111111,0,0,0,,
665,665,10/26/2017,0,Sunny,43,35,28,1014,0,SSE,10,3,31.2,0.166666666666667,0.166666666666667,0,0.055555555555556,0,0,0,,
666,666,10/27/2017,0,Sunny,55,34,28,1013,0,WNW,10,1,31,0.055555555555556,0.055555555555556,0,0,0,0,0,,
667,667,10/28/2017,0,Sunny,54,35,29,1013,0,WSW,9,1,30.3,0.055555555555556,0.055555555555556,0,0,0,0,0,,
668,668,10/29/2017,0,Sunny,56,34,28,1013,0,WSW,9,0,30.5,0,0,0,0,0,0,0,,
669,669,10/30/2017,0,Sunny,55,35,28,1014,0,SSW,8,0,30.7,0,0,0,0,0,0,0,,
670,670,10/31/2017,0,Sunny,56,32,27,1013,0,S,8,0,29.4,0,0,0,0,0,0,0,,
671,671,11/1/2017,0,Sunny,54,33,27,1013,0,S,9,0,29.7,0,0,0,0.055555555555556,0,0,0,,
672,672,11/2/2017,3,Sunny,49,33,27,1013,0,S,12,0,29.9,0,0,0,0,0,0,0,,
673,673,11/3/2017,0,Sunny,47,32,27,1013,0,S,10,0,29.6,0,0,0,0,0,0,0,,
674,674,11/4/2017,0,Sunny,51,32,27,1014,0,S,11,0,29.1,0,0,0,0.055555555555556,0,0,0,,
675,675,11/5/2017,1,Sunny,52,33,25,1014,0,SE,11,0,28.9,0,0,0,0.055555555555556,0,0,0,,
676,676,11/6/2017,0,Sunny,46,33,26,1015,0,E,11,0,29.6,0,0,0,0,0,0,0,,
677,677,11/7/2017,0,Sunny,46,33,27,1014,0,S,9,1,29.4,0.055555555555556,0,0.055555555555556,0,0,0,0.055555555555556,,
678,678,11/8/2017,0,Sunny,51,33,27,1014,0,WSW,9,0,29,0,0,0,0,0,0,0,,
679,679,11/9/2017,1,Sunny,58,32,27,1013,0,NW,10,1,28.7,0.055555555555556,0.055555555555556,0,0,0,0,0,,
680,680,11/10/2017,4,Sunny,53,31,26,1012,0,WSW,9,0,28.6,0,0,0,0,0,0,0,,
681,681,11/11/2017,1,Sunny,51,30,26,1013,0,WSW,8,0,28.4,0,0,0,0.055555555555556,0,0,0,,
682,682,11/12/2017,3,Sunny,58,31,26,1013,0,W,15,0,28.8,0,0,0,0,0,0,0,,
683,683,11/13/2017,0,Sunny,48,30,26,1011,0,NW,20,1,28.5,0.055555555555556,0,0,0.055555555555556,0.055555555555556,0,0,,
684,684,11/14/2017,0,Sunny,47,32,24,1012,0,SSW,8,0,26.8,0,0,0,0.055555555555556,0,0,0,,
685,685,11/15/2017,1,Sunny,44,31,24,1013,0,S,9,0,26.9,0,0,0,0,0,0,0,,
686,686,11/16/2017,5,Sunny,48,29,24,1014,0,SSE,9,0,26.6,0,0,0,0.111111111111111,0,0,0,,
687,687,11/17/2017,9,Sunny,51,30,24,1016,0,E,10,1,26.5,0.055555555555556,0,0.055555555555556,0,0,0,0.055555555555556,,
688,688,11/18/2017,8,Sunny,50,30,23,1017,0,ENE,14,0,26.3,0,0,0,0,0,0,0,,
689,689,11/19/2017,11,Sunny,46,30,23,1019,0,ENE,13,0,25.9,0,0,0,0.055555555555556,0,0,0,,
690,690,11/20/2017,41,Partly cloudy,36,29,22,1018,0,ESE,10,0,25.9,0,0,0,0.055555555555556,0,0,0,,
691,691,11/21/2017,9,Sunny,35,29,22,1016,0,SSE,12,0,25.2,0,0,0,0.055555555555556,0,0,0,,
692,692,11/22/2017,13,Partly cloudy,41,29,23,1013,0,S,13,0,25.7,0,0,0,0,0,0,0,,
693,693,11/23/2017,5,Sunny,49,29,23,1013,0,SSW,16,1,25.5,0.055555555555556,0,0.055555555555556,0.055555555555556,0,0,0.055555555555556,,
694,694,11/24/2017,19,Partly cloudy,60,27,22,1015,1.4,SW,10,0,25.7,0,0,0,0,0,0,0,,
695,695,11/25/2017,7,Sunny,51,27,23,1018,0,WNW,21,0,25.2,0,0,0,0,0,0,0,,
696,696,11/26/2017,0,Sunny,52,26,22,1019,0,WNW,12,1,23.7,0.055555555555556,0,0.055555555555556,0,0,0,0.055555555555556,,
697,697,11/27/2017,0,Sunny,57,27,21,1017,0,WSW,7,1,23.6,0.055555555555556,0,0,0,0.055555555555556,0,0,,
698,698,11/28/2017,3,Sunny,58,29,23,1015,0,WSW,16,0,25.3,0,0,0,0.055555555555556,0,0,0,,
699,699,11/29/2017,0,Sunny,53,28,23,1016,0,W,14,0,25.7,0,0,0,0,0,0,0,,
700,700,11/30/2017,0,Sunny,52,28,22,1017,0,ENE,10,0,25.1,0,0,0,0.111111111111111,0,0,0,,
701,701,12/1/2017,2,Sunny,50,28,24,1015,0,SSW,7,0,25.1,0,0,0,0,0,0,0,,
702,702,12/2/2017,4,Sunny,66,28,24,1016,0,WNW,8,1,25.1,0.055555555555556,0,0.055555555555556,0,0,0,0.055555555555556,,
703,703,12/3/2017,8,Sunny,52,28,23,1017,0.2,SE,11,0,24.8,0,0,0,0,0,0,0,,
704,704,12/4/2017,0,Sunny,39,27,22,1019,0,ENE,21,1,23.6,0.055555555555556,0,0.055555555555556,0.055555555555556,0,0,0.055555555555556,,
705,705,12/5/2017,0,Sunny,35,25,19,1019,0,NE,17,1,22.3,0.055555555555556,0,0.055555555555556,0,0,0,0.055555555555556,,
706,706,12/6/2017,0,Sunny,32,25,18,1017,0,E,13,0,21.3,0,0,0,0,0,0,0,,
707,707,12/7/2017,0,Sunny,39,27,18,1017,0,S,8,0,21.6,0,0,0,0,0,0,0,,
708,708,12/8/2017,15,Patchy rain possible,52,25,19,1017,0.5,SW,17,1,21.4,0.055555555555556,0.055555555555556,0,0,0,0,0,,
709,709,12/9/2017,9,Sunny,60,24,20,1017,0,SSW,13,0,22.6,0,0,0,0.055555555555556,0,0,0,,
710,710,12/10/2017,1,Sunny,47,25,21,1019,0,SE,14,1,23.1,0.055555555555556,0,0.055555555555556,0,0,0,0.055555555555556,,
711,711,12/11/2017,0,Sunny,54,25,21,1018,0,WSW,12,0,22.4,0,0,0,0,0,0,0,,
712,712,12/12/2017,0,Sunny,60,25,21,1016,0,W,20,1,22.7,0.055555555555556,0,0.055555555555556,0.055555555555556,0,0,0.055555555555556,,
713,713,12/13/2017,0,Sunny,53,25,18,1017,0,E,14,1,21.8,0.055555555555556,0,0,0,0.055555555555556,0,0,,
714,714,12/14/2017,15,Partly cloudy,45,26,19,1017,0,SE,13,0,22.3,0,0,0,0,0,0,0,,
715,715,12/15/2017,38,Partly cloudy,53,26,20,1018,0,SE,16,0,23,0,0,0,0,0,0,0,,
716,716,12/16/2017,24,Patchy light rain with thunder,53,26,21,1019,1.5,E,19,1,22.5,0.055555555555556,0,0.055555555555556,0,0,0,0.055555555555556,,
717,717,12/17/2017,30,Torrential rain shower,60,24,20,1019,16,E,16,1,20.1,0.055555555555556,0,0.055555555555556,0.055555555555556,0,0,0.055555555555556,,
718,718,12/18/2017,13,Patchy rain possible,54,23,20,1020,0.8,NE,9,1,20.4,0.055555555555556,0.055555555555556,0,0,0,0,0,,
719,719,12/19/2017,3,Sunny,53,24,20,1022,0,ESE,11,0,21.5,0,0,0,0.055555555555556,0,0,0,,
720,720,12/20/2017,0,Sunny,51,25,21,1024,0,ENE,13,1,22.1,0.055555555555556,0.055555555555556,0,0.055555555555556,0,0,0,,
721,721,12/21/2017,0,Sunny,47,26,22,1024,0,ENE,14,0,22.5,0,0,0,0.111111111111111,0,0,0,,
722,722,12/22/2017,0,Sunny,45,26,23,1022,0,S,11,0,22.8,0,0,0,0,0,0,0,,
723,723,12/23/2017,1,Sunny,61,26,23,1019,0,WNW,9,1,21.9,0.055555555555556,0.055555555555556,0,0.055555555555556,0,0,0,,
724,724,12/24/2017,2,Sunny,70,26,22,1017,0,WSW,9,0,21.5,0,0,0,0.166666666666667,0,0,0,,
725,725,12/25/2017,0,Sunny,68,26,23,1017,0,WSW,7,1,22.4,0.055555555555556,0.055555555555556,0,0,0,0,0,,
726,726,12/26/2017,0,Sunny,59,26,22,1017,0,SW,6,0,22.1,0,0,0,0.055555555555556,0,0,0,,
727,727,12/27/2017,2,Sunny,65,24,22,1018,0,WNW,8,0,22.4,0,0,0,0,0,0,0,,
728,728,12/28/2017,0,Sunny,56,27,22,1018,0,ENE,13,0,23.6,0,0,0,0,0,0,0,,
729,729,12/29/2017,2,Sunny,39,27,22,1018,0,ENE,15,0,23.2,0,0,0,0,0,0,0,,
730,730,12/30/2017,15,Partly cloudy,39,26,21,1018,0,ESE,10,0,22.5,0,0,0,0.055555555555556,0,0,0,,
731,731,12/31/2017,0,Sunny,44,25,22,1017,0,SSW,7,0,21.4,0,0,0,0,0,0,0,,
