Date,Failure.Rate,Temp,Cloud,Disc,Humidity,MaxTemp,MinTemp,Pressure,Rain,WindDir,WindSpeed,
11/19/2016,0,26.4,5,Sunny,68,29,24,1014,0,WSW,11,
11/20/2016,0,26.9,17,Partly cloudy,70,30,24,1012,0,SW,13,
11/21/2016,0,26.4,1,Sunny,62,30,25,1013,0,SSE,10,
11/22/2016,0.111111111111111,26.1,2,Sunny,59,30,23,1015,0,ENE,14,
11/23/2016,0.166666666666667,25.6,8,Sunny,57,29,23,1015,0,SE,11,
11/24/2016,0.111111111111111,25.5,13,Sunny,57,30,23,1015,0,ESE,14,
11/25/2016,0,24.2,21,Patchy rain possible,62,28,23,1016,0.6,NE,20,
11/26/2016,0,24.7,7,Sunny,51,28,21,1017,0,ENE,15,
11/27/2016,0.555555555555556,25.4,4,Sunny,49,28,22,1017,0,NE,13,
11/28/2016,0.166666666666667,25.6,9,Sunny,54,28,22,1017,0,SSW,11,
11/29/2016,0.111111111111111,25.2,6,Sunny,68,28,23,1017,0,WNW,14,
11/30/2016,0.166666666666667,25.4,1,Sunny,62,28,23,1017,0,W,12,
12/1/2016,0.166666666666667,25.6,3,Sunny,64,29,24,1017,0,WSW,8,
12/2/2016,0.055555555555556,26.2,0,Sunny,61,30,24,1017,0,SSE,7,
12/3/2016,0.055555555555556,26,0,Sunny,60,30,24,1018,0,S,9,
12/4/2016,0,26.4,0,Sunny,67,31,25,1017,0,WSW,8,
12/5/2016,0.055555555555556,26.1,0,Sunny,53,33,24,1016,0,E,9,
12/6/2016,0,24.9,0,Sunny,54,30,23,1015,0,SSW,10,
12/7/2016,0,25.3,0,Sunny,70,29,24,1016,0,WSW,8,
12/8/2016,0.055555555555556,24.9,9,Partly cloudy,75,28,23,1016,0,W,14,
12/9/2016,0.111111111111111,24.6,0,Sunny,67,27,23,1014,0,W,21,
12/10/2016,0.055555555555556,23.1,2,Sunny,56,24,21,1015,0,W,30,
12/11/2016,0.055555555555556,22.7,10,Partly cloudy,61,23,21,1015,0.4,W,27,
12/12/2016,0.055555555555556,22.7,0,Sunny,59,24,20,1016,0,WNW,26,
12/13/2016,0.055555555555556,21.7,0,Sunny,55,25,20,1017,0,WSW,7,
12/14/2016,0.055555555555556,21.8,1,Sunny,58,25,18,1016,0,SW,8,
12/15/2016,0.277777777777778,22.9,8,Sunny,57,26,19,1017,0,SSW,9,
12/16/2016,0,23,6,Sunny,62,26,20,1018,0,SSW,11,
12/17/2016,0.055555555555556,21.8,0,Sunny,61,25,19,1019,0,W,16,
12/18/2016,0.277777777777778,22.6,1,Sunny,61,26,20,1018,0,WSW,17,
12/19/2016,0.222222222222222,22.3,0,Sunny,59,25,20,1019,0,W,14,
12/20/2016,0,22.1,0,Sunny,59,26,20,1018,0,WSW,10,
12/21/2016,0.055555555555556,22.9,1,Sunny,55,26,21,1019,0,W,8,
12/22/2016,0.055555555555556,23.3,0,Sunny,68,26,21,1019,0,NNW,10,
12/23/2016,0.055555555555556,23.7,4,Sunny,70,27,21,1018,0,W,10,
12/24/2016,0.166666666666667,24.4,1,Sunny,66,28,22,1017,0,ESE,11,
12/25/2016,0.111111111111111,24.7,0,Sunny,43,30,21,1017,0,E,10,
12/26/2016,0.055555555555556,24.6,0,Sunny,49,28,23,1018,0,SE,9,
12/27/2016,0.111111111111111,23.8,0,Sunny,57,28,22,1017,0,SE,9,
12/28/2016,0.111111111111111,22,1,Sunny,65,28,22,1016,0,W,7,
12/29/2016,0.055555555555556,23.2,0,Sunny,69,28,22,1017,0,W,7,
12/30/2016,0.055555555555556,23.6,0,Sunny,72,28,21,1017,0,W,8,
12/31/2016,0,22,0,Sunny,72,27,21,1016,0,WSW,9,
1/1/2017,0,22.3,0,Sunny,70,27,21,1015,0,SW,10,
1/2/2017,0,22.9,0,Sunny,72,27,20,1016,0,SW,11,
1/3/2017,0,23,3,Sunny,74,26,21,1017,0,WSW,10,
1/4/2017,0.111111111111111,22.2,2,Sunny,70,26,21,1016,0,WSW,15,
1/5/2017,0.222222222222222,22.2,1,Sunny,66,25,21,1016,0,W,23,
1/6/2017,0.111111111111111,22.6,0,Sunny,50,26,20,1017,0,WSW,14,
1/7/2017,0.111111111111111,21.8,0,Sunny,54,26,19,1016,0,S,8,
1/8/2017,0.055555555555556,21.3,0,Sunny,55,24,21,1014,0,W,8,
1/9/2017,0.055555555555556,21.4,0,Sunny,58,27,18,1016,0,S,9,
1/10/2017,0.055555555555556,22.6,0,Sunny,56,27,21,1018,0,SSW,7,
1/11/2017,0.111111111111111,22.5,0,Sunny,60,26,22,1018,0,W,8,
1/12/2017,0,21.8,2,Sunny,63,27,22,1015,0,W,22,
1/13/2017,0,22.2,13,Sunny,59,25,21,1011,0,W,29,
1/14/2017,0,21.1,19,Cloudy,58,23,20,1012,0,W,36,
1/15/2017,0.055555555555556,20.3,24,Overcast,60,23,19,1016,0,W,13,
1/16/2017,0.055555555555556,20.6,7,Partly cloudy,61,23,17,1017,0,WSW,8,
1/17/2017,0,21.1,7,Sunny,63,24,19,1018,0,WNW,9,
1/18/2017,0.055555555555556,20.8,10,Sunny,59,24,18,1019,0,WNW,8,
1/19/2017,0,22.1,41,Cloudy,63,25,19,1019,0,ESE,8,
1/20/2017,0.166666666666667,23.3,30,Overcast,60,26,21,1017,0,S,13,
1/21/2017,0.055555555555556,24.5,16,Partly cloudy,54,27,21,1017,0,SSW,15,
1/22/2017,0.055555555555556,24.8,29,Light rain shower,59,27,21,1017,4.2,SSE,13,
1/23/2017,0.111111111111111,23.7,26,Patchy rain possible,63,26,22,1016,1.9,SW,25,
1/24/2017,0.111111111111111,20.9,28,Partly cloudy,61,22,20,1017,0.4,W,19,
1/25/2017,0.222222222222222,20.1,44,Overcast,50,22,20,1020,0.1,SSE,10,
1/26/2017,0.055555555555556,20.2,3,Sunny,44,23,19,1022,0,ENE,15,
1/27/2017,0,21.1,8,Sunny,46,25,19,1018,0,SSE,11,
1/28/2017,0.055555555555556,22.5,3,Sunny,52,26,20,1016,0,SE,14,
1/29/2017,0,23.3,11,Sunny,60,25,21,1016,0,S,13,
1/30/2017,0.111111111111111,22.4,2,Sunny,63,24,21,1018,0,W,12,
1/31/2017,0,21,0,Sunny,56,24,20,1018,0,WNW,8,
2/1/2017,0.111111111111111,22.7,1,Sunny,47,27,21,1015,0,SW,6,
2/2/2017,0.055555555555556,20.8,33,Overcast,53,24,19,1014,0.4,SW,23,
2/3/2017,0.055555555555556,15.6,48,Light rain shower,55,16,15,1019,1.8,WNW,44,
2/4/2017,0,17.3,0,Sunny,40,19,16,1022,0,NW,17,
2/5/2017,0.166666666666667,17.6,3,Sunny,51,20,17,1021,0,W,11,
2/6/2017,0.055555555555556,18.1,27,Partly cloudy,52,21,17,1020,0,W,11,
2/7/2017,0.055555555555556,19.6,21,Cloudy,57,21,18,1019,0,WNW,19,
2/8/2017,0,19.8,25,Partly cloudy,51,24,17,1020,0,ESE,10,
2/9/2017,0.055555555555556,21.9,6,Sunny,42,26,20,1019,0,SSE,12,
2/10/2017,0.055555555555556,22.7,11,Sunny,47,25,21,1015,0.5,SSW,7,
2/11/2017,0.111111111111111,23.1,23,Partly cloudy,48,27,22,1015,0.2,SSE,15,
2/12/2017,0.166666666666667,22.4,36,Light drizzle,57,24,23,1016,2.2,E,14,
2/13/2017,0.055555555555556,25.1,44,Overcast,59,28,22,1016,0,ESE,19,
2/14/2017,0.111111111111111,24.4,38,Patchy rain possible,57,27,24,1018,0.2,ESE,19,
2/15/2017,0.111111111111111,24.7,51,Light rain shower,66,26,22,1019,0.9,E,11,
2/16/2017,0,23.1,61,Patchy light drizzle,64,25,22,1017,1.6,E,13,
2/17/2017,0,24.6,60,Light rain shower,58,29,22,1013,2.8,SE,19,
2/18/2017,0.055555555555556,19.9,34,Partly cloudy,59,22,19,1018,1,WNW,29,
2/19/2017,0.111111111111111,18.3,13,Partly cloudy,58,20,18,1023,0,WNW,20,
2/20/2017,0.055555555555556,18.6,23,Partly cloudy,60,21,18,1020,0,WNW,15,
2/21/2017,0.055555555555556,18.7,39,Overcast,63,21,19,1017,0.1,W,14,
2/22/2017,0,19.6,15,Partly cloudy,58,23,19,1016,0,W,11,
2/23/2017,0.055555555555556,22.1,8,Sunny,54,25,20,1015,0,NNE,12,
2/24/2017,0.055555555555556,24.8,18,Partly cloudy,55,27,23,1016,0,ESE,13,
2/25/2017,0.277777777777778,24.1,40,Patchy rain possible,55,26,23,1019,1.7,ESE,16,
2/26/2017,0,20.1,41,Light rain,64,24,21,1017,3.6,SW,14,
2/27/2017,0,19.7,1,Sunny,54,23,20,1016,0,W,12,
2/28/2017,0.111111111111111,20.7,0,Sunny,58,23,21,1018,0,WNW,9,
3/1/2017,0.111111111111111,22.3,1,Sunny,60,25,21,1017,0,SW,11,
3/2/2017,0,23.6,13,Partly cloudy,45,27,22,1015,0,ESE,13,
3/3/2017,0.055555555555556,24.3,7,Sunny,47,27,22,1013,0,SSW,10,
3/4/2017,0.277777777777778,24.3,9,Sunny,53,27,23,1011,0,W,9,
3/5/2017,0.055555555555556,25.4,11,Patchy rain possible,56,27,24,1010,1.3,SSW,7,
3/6/2017,0.111111111111111,24.8,6,Sunny,55,26,24,1010,3.5,WSW,12,
3/7/2017,0.055555555555556,21.7,0,Sunny,57,24,21,1011,0,W,20,
3/8/2017,0.055555555555556,22.2,5,Sunny,60,25,21,1011,0,W,9,
3/9/2017,0,22.9,2,Sunny,61,26,22,1011,0,W,13,
3/10/2017,0.055555555555556,23.6,0,Sunny,57,28,21,1013,0,SSW,10,
3/11/2017,0.055555555555556,26.1,12,Partly cloudy,43,29,23,1016,0,E,13,
3/12/2017,0.055555555555556,27.1,8,Sunny,42,29,25,1015,0,SSW,12,
3/13/2017,0,28,30,Cloudy,42,30,26,1013,0,SW,11,
3/14/2017,0.111111111111111,27.2,17,Partly cloudy,49,30,25,1011,0,W,14,
3/15/2017,0,27.1,5,Sunny,50,29,24,1011,0.2,WSW,13,
3/16/2017,0.111111111111111,26.8,27,Partly cloudy,47,29,25,1012,0.2,NNE,19,
3/17/2017,0.055555555555556,26.4,36,Partly cloudy,54,28,25,1014,0,NNE,24,
3/18/2017,0.055555555555556,26.8,8,Sunny,55,28,24,1013,0,SW,11,
3/19/2017,0.055555555555556,29.5,6,Patchy light rain with thunder,44,32,26,1011,3.7,E,12,
3/20/2017,0.111111111111111,28.9,41,Overcast,44,33,25,1008,0,S,22,
3/21/2017,0.166666666666667,20.9,36,Moderate rain,65,24,20,1013,6.3,W,21,
3/22/2017,0.055555555555556,21.7,5,Sunny,50,25,21,1015,0,W,12,
3/23/2017,0.055555555555556,24.4,23,Partly cloudy,44,28,22,1013,0,ESE,9,
3/24/2017,0,23.1,27,Patchy light rain with thunder,54,27,23,1011,6.1,NE,17,
3/25/2017,0,22.6,13,Patchy rain possible,56,31,24,1011,9,ESE,17,
3/26/2017,0.111111111111111,24.8,35,Patchy light drizzle,56,29,25,1013,3,E,20,
3/27/2017,0.166666666666667,24.6,22,Light rain shower,66,28,24,1015,0.9,S,18,
3/28/2017,0.166666666666667,24.7,9,Sunny,66,28,24,1015,0,WNW,12,
3/29/2017,0,26.2,4,Sunny,54,29,25,1013,0,WSW,8,
3/30/2017,0.055555555555556,27.9,7,Sunny,49,30,26,1013,0,WNW,8,
3/31/2017,0.055555555555556,28.8,5,Sunny,50,31,28,1013,0,WSW,7,
4/1/2017,0.111111111111111,31.1,6,Sunny,44,32,28,1012,0,SSW,8,
4/2/2017,0,31.8,1,Sunny,44,33,29,1009,0,SW,7,
4/3/2017,0.055555555555556,30.8,0,Sunny,41,33,28,1008,0,WSW,10,
4/4/2017,0.111111111111111,25.4,0,Sunny,53,29,26,1010,0,W,27,
4/5/2017,0.222222222222222,24.6,1,Sunny,51,27,25,1012,0,WNW,26,
4/6/2017,0,25.5,3,Sunny,50,28,24,1013,0,SSE,9,
4/7/2017,0.111111111111111,28.2,2,Sunny,41,30,25,1013,0,SSE,9,
4/8/2017,0.111111111111111,30.4,2,Sunny,37,32,27,1013,0,SSE,9,
4/9/2017,0.111111111111111,32.1,0,Sunny,36,33,29,1012,0,SSW,9,
4/10/2017,0,32.2,0,Sunny,38,34,30,1011,0,SW,9,
4/11/2017,0,32.2,4,Sunny,38,34,28,1011,0,SW,9,
4/12/2017,0.055555555555556,33.2,2,Sunny,34,36,29,1011,0,SE,11,
4/13/2017,0.055555555555556,33.7,44,Cloudy,36,35,29,1011,0,SSE,11,
4/14/2017,0,32.4,14,Sunny,38,35,29,1009,0,WSW,11,
4/15/2017,0,31,0,Sunny,44,34,30,1007,0,WSW,10,
4/16/2017,0,30.7,0,Sunny,46,35,30,1006,0,WSW,8,
4/17/2017,0.055555555555556,29.2,0,Sunny,56,34,27,1008,0,SW,12,
4/18/2017,0.111111111111111,29.2,1,Sunny,53,34,28,1009,0,WSW,13,
4/19/2017,0.111111111111111,30.6,16,Partly cloudy,54,34,28,1008,0,WSW,18,
4/20/2017,0,29.2,47,Partly cloudy,53,33,27,1007,0,W,28,
4/21/2017,0.055555555555556,26.4,0,Sunny,54,31,26,1006,0,W,22,
4/22/2017,0,27.8,0,Sunny,54,32,26,1006,0,WSW,14,
4/23/2017,0.111111111111111,29.6,0,Sunny,47,34,29,1008,0,WSW,9,
4/24/2017,0.111111111111111,31.2,0,Sunny,41,35,29,1007,0,WNW,13,
4/25/2017,0.277777777777778,32.4,41,Overcast,38,34,29,1007,0,SW,8,
4/26/2017,0.055555555555556,30.4,7,Sunny,42,33,28,1007,0,SSW,12,
4/27/2017,0.111111111111111,30.2,0,Sunny,53,34,28,1008,0,W,13,
4/28/2017,0.055555555555556,32.4,3,Sunny,48,35,29,1008,0,WSW,9,
4/29/2017,0.055555555555556,33.4,9,Partly cloudy,42,37,30,1009,0,SW,11,
4/30/2017,0.111111111111111,34.5,36,Partly cloudy,39,36,30,1009,0,SSW,14,
5/1/2017,0.055555555555556,33.2,16,Partly cloudy,42,35,31,1008,0,WSW,11,
5/2/2017,0.111111111111111,32.9,3,Sunny,43,35,30,1009,0,SW,12,
5/3/2017,0.222222222222222,33.5,1,Sunny,43,36,31,1009,0,S,11,
5/4/2017,0.222222222222222,34.9,1,Sunny,44,36,32,1009,0,SSW,15,
5/5/2017,0.055555555555556,34.8,1,Sunny,42,36,32,1009,0,SSW,17,
5/6/2017,0,35.6,0,Sunny,39,37,32,1009,0,S,13,
5/7/2017,0.111111111111111,35.2,15,Partly cloudy,36,37,32,1010,0,SSW,15,
5/8/2017,0.222222222222222,35.4,46,Cloudy,38,37,31,1010,0,SW,14,
5/9/2017,0.111111111111111,34.3,20,Partly cloudy,46,36,32,1007,0,SW,13,
5/10/2017,0.222222222222222,32.2,0,Sunny,52,36,30,1005,0,WSW,14,
5/11/2017,0.111111111111111,31.8,0,Sunny,52,36,30,1005,0,SW,12,
5/12/2017,0.055555555555556,32.4,0,Sunny,49,36,31,1006,0,WSW,12,
5/13/2017,0.222222222222222,32.7,15,Partly cloudy,46,35,29,1007,0,WSW,13,
5/14/2017,0.166666666666667,33.3,0,Sunny,45,36,32,1006,0,SSW,12,
5/15/2017,0.055555555555556,32.3,0,Sunny,47,36,30,1005,0,WSW,19,
5/16/2017,0.055555555555556,31.8,0,Sunny,46,34,29,1004,0,WSW,16,
5/17/2017,0,31.8,0,Sunny,47,36,29,1003,0,WSW,12,
5/18/2017,0.111111111111111,33.2,24,Cloudy,46,38,29,1004,0,SW,13,
5/19/2017,0,31.6,0,Sunny,55,36,29,1005,0,SW,17,
5/20/2017,0,32.4,0,Sunny,50,36,31,1004,0,WSW,15,
5/21/2017,0.055555555555556,33.4,4,Sunny,48,37,31,1001,0,SW,17,
5/22/2017,0.055555555555556,34.9,2,Sunny,50,38,31,1002,0,W,22,
5/23/2017,0.222222222222222,31.2,0,Sunny,55,36,29,1006,0,WSW,17,
5/24/2017,0.611111111111111,32.3,0,Sunny,52,36,28,1006,0,WSW,13,
5/25/2017,0.166666666666667,33.7,0,Sunny,47,38,30,1005,0,SW,14,
5/26/2017,0,31.4,0,Sunny,56,37,30,1004,0,SW,19,
5/27/2017,0.222222222222222,31.8,0,Sunny,57,37,28,1003,0,WSW,14,
5/28/2017,0.055555555555556,34.8,0,Sunny,44,39,30,1002,0,SW,11,
5/29/2017,0.111111111111111,34.1,0,Sunny,50,38,31,1001,0,SW,15,
5/30/2017,0.166666666666667,34.3,0,Sunny,49,39,30,1001,0,WSW,13,
5/31/2017,0.055555555555556,33.5,0,Sunny,49,40,31,999,0,WSW,14,
6/1/2017,0.111111111111111,33.2,0,Sunny,58,39,29,999,0,WSW,14,
6/2/2017,0.222222222222222,33.9,0,Sunny,54,39,30,999,0,W,13,
6/3/2017,0.333333333333333,33.9,0,Sunny,56,37,32,1002,0,W,12,
6/4/2017,0.333333333333333,32.8,0,Sunny,54,36,30,1003,0,WNW,17,
6/5/2017,0.166666666666667,32.5,0,Sunny,55,37,29,1002,0,W,12,
6/6/2017,0.055555555555556,38.1,0,Sunny,43,40,33,1002,0,SE,13,
6/7/2017,0.166666666666667,37.9,0,Sunny,40,41,33,1002,0,SSE,12,
6/8/2017,0.166666666666667,36.4,0,Sunny,44,39,33,1001,0,SSE,12,
6/9/2017,0.222222222222222,35.7,0,Sunny,47,39,33,1002,0,WSW,15,
6/10/2017,0.277777777777778,34.7,0,Sunny,46,39,32,1001,0,WSW,14,
6/11/2017,0.222222222222222,36.2,0,Sunny,41,38,32,999,0,WSW,11,
6/12/2017,0,34.6,0,Sunny,47,39,32,999,0,WSW,14,
6/13/2017,0.333333333333333,34.1,0,Sunny,57,39,31,998,0,SW,16,
6/14/2017,0.166666666666667,36.9,0,Sunny,51,41,32,999,0,ESE,11,
6/15/2017,0.388888888888889,39.7,0,Sunny,42,41,35,1000,0,ENE,14,
6/16/2017,0.388888888888889,38.1,0,Sunny,43,42,34,1000,0,SSW,16,
6/17/2017,0.333333333333333,36.8,0,Sunny,48,41,34,998,0,WSW,15,
6/18/2017,0.277777777777778,35.4,0,Sunny,56,40,32,997,0,SW,16,
6/19/2017,0.166666666666667,33.8,0,Sunny,56,39,31,997,0,WSW,16,
6/20/2017,0.277777777777778,34.7,0,Sunny,58,39,31,996,0,WSW,14,
6/21/2017,0.222222222222222,34.5,0,Sunny,60,38,32,996,0,WSW,12,
6/22/2017,0.111111111111111,35.8,0,Sunny,58,39,33,998,0,WNW,11,
6/23/2017,0.055555555555556,37.3,0,Sunny,51,40,35,998,0,SW,10,
6/24/2017,0.111111111111111,36.7,0,Sunny,50,39,33,998,0,WSW,11,
6/25/2017,0.166666666666667,35.9,7,Sunny,49,39,33,998,0,WSW,13,
6/26/2017,0.111111111111111,35.7,9,Sunny,52,39,32,998,0,WSW,13,
6/27/2017,0.444444444444444,34.1,3,Sunny,54,39,31,998,0,WSW,13,
6/28/2017,0.444444444444444,34.9,10,Sunny,51,40,31,996,0,W,8,
6/29/2017,0.166666666666667,38.4,0,Sunny,39,42,33,996,0,E,11,
6/30/2017,0.111111111111111,37.3,0,Sunny,39,41,34,995,0,S,14,
7/1/2017,0,37.5,0,Sunny,45,41,33,996,0,WSW,13,
7/2/2017,0.333333333333333,36.8,0,Sunny,47,41,34,996,0,WNW,10,
7/3/2017,0.166666666666667,35.6,0,Sunny,51,42,33,997,0,WSW,12,
7/4/2017,0.055555555555556,35.5,1,Sunny,52,39,32,997,0,SW,12,
7/5/2017,0.111111111111111,36.4,3,Sunny,46,39,32,997,0,WSW,12,
7/6/2017,0.166666666666667,36.8,5,Sunny,47,40,33,996,0,SW,11,
7/7/2017,0.222222222222222,38.2,0,Sunny,49,41,33,995,0,S,15,
7/8/2017,0.166666666666667,38.8,8,Sunny,55,41,33,998,0,E,19,
7/9/2017,0.111111111111111,38.4,11,Sunny,51,40,34,998,0,SSW,14,
7/10/2017,0.166666666666667,39.4,7,Sunny,45,41,35,999,0,SW,12,
7/11/2017,0.166666666666667,38.3,3,Sunny,45,41,35,999,0,SW,14,
7/12/2017,0.111111111111111,40.2,3,Sunny,43,41,34,996,0,SSW,15,
7/13/2017,0.277777777777778,38.7,4,Sunny,46,41,35,996,0,WSW,19,
7/14/2017,0.166666666666667,38,0,Sunny,53,41,34,997,0,SW,14,
7/15/2017,0.166666666666667,39.1,5,Sunny,50,41,34,998,0,ESE,12,
7/16/2017,0.333333333333333,39.6,5,Sunny,44,41,36,998,0,SSW,14,
7/17/2017,0.388888888888889,38.8,18,Partly cloudy,47,41,35,998,0,SW,11,
7/18/2017,0.166666666666667,38.3,6,Sunny,45,40,34,997,0,S,9,
7/19/2017,0.111111111111111,41.1,0,Sunny,27,43,36,996,0,E,19,
7/20/2017,0.166666666666667,39,0,Sunny,34,42,35,996,0,SSE,12,
7/21/2017,0.277777777777778,38.9,3,Sunny,39,42,35,996,0,S,13,
7/22/2017,0.166666666666667,38.6,2,Sunny,44,41,36,997,0,WSW,14,
7/23/2017,0.388888888888889,38.1,0,Sunny,48,42,35,996,0,WSW,11,
7/24/2017,0.166666666666667,39.1,0,Sunny,43,42,35,996,0,SSW,14,
7/25/2017,0.166666666666667,39.1,1,Sunny,44,42,36,996,0,S,13,
7/26/2017,0.055555555555556,39.9,0,Sunny,45,42,37,996,0,S,10,
7/27/2017,0.111111111111111,39.6,2,Sunny,45,41,37,998,0,W,11,
7/28/2017,0.277777777777778,38.1,1,Sunny,51,41,36,999,0,SW,11,
7/29/2017,0.333333333333333,36.9,8,Partly cloudy,53,40,35,999,0,S,10,
7/30/2017,0.222222222222222,36.4,2,Sunny,55,40,34,999,0,SSE,11,
7/31/2017,0.166666666666667,37.1,5,Sunny,55,40,34,999,0,SW,12,
8/1/2017,0.055555555555556,37.5,2,Sunny,56,40,35,999,0,WNW,11,
8/2/2017,0.111111111111111,40.8,1,Sunny,46,42,36,999,0,SE,12,
8/3/2017,0.222222222222222,41.4,10,Sunny,40,41,37,998,0,SE,12,
8/4/2017,0.222222222222222,39.1,8,Sunny,46,41,35,997,0,WSW,11,
8/5/2017,0.166666666666667,37.7,0,Sunny,53,41,36,996,0,SW,10,
8/6/2017,0.055555555555556,39.6,0,Sunny,41,41,35,997,0,E,11,
8/7/2017,0.222222222222222,40.6,1,Sunny,34,42,36,998,0,E,14,
8/8/2017,0.166666666666667,39.8,0,Sunny,39,43,35,1000,0,SE,12,
8/9/2017,0.111111111111111,37.6,0,Sunny,43,41,35,999,0,SW,13,
8/10/2017,0.166666666666667,38.9,0,Sunny,47,41,34,997,0,E,13,
8/11/2017,0.222222222222222,39.3,0,Sunny,45,41,34,998,0,NE,13,
8/12/2017,0.166666666666667,37.3,0,Sunny,42,43,35,999,0,SW,13,
8/13/2017,0.055555555555556,36.9,0,Sunny,49,40,35,999,0,SW,14,
8/14/2017,0.166666666666667,37.9,3,Sunny,50,40,34,1000,0,SSE,15,
8/15/2017,0.222222222222222,37.6,9,Sunny,51,40,35,1001,0,SE,15,
8/16/2017,0.166666666666667,35.6,6,Sunny,50,38,34,1002,0,SSW,14,
8/17/2017,0,36.5,2,Sunny,51,38,34,1001,0,SW,13,
8/18/2017,0,36.8,2,Sunny,51,38,34,1000,0,SW,9,
8/19/2017,0.111111111111111,35.2,1,Sunny,55,40,35,999,0,WSW,7,
8/20/2017,0.111111111111111,38.6,2,Sunny,45,41,33,1000,0,ENE,16,
8/21/2017,0.111111111111111,37.3,3,Sunny,41,40,35,999,0,SSW,12,
8/22/2017,0.222222222222222,37.4,2,Sunny,40,43,34,998,0,E,13,
8/23/2017,0.055555555555556,36.4,6,Sunny,45,40,34,1000,0,ENE,15,
8/24/2017,0.5,35.2,21,Partly cloudy,52,38,33,1002,0,ESE,15,
8/25/2017,0,34.6,4,Sunny,56,37,33,1001,0,SW,15,
8/26/2017,0.055555555555556,35,0,Sunny,56,38,32,999,0,S,13,
8/27/2017,0.111111111111111,36.3,0,Sunny,51,39,32,999,0,SSE,11,
8/28/2017,0,37.7,0,Sunny,35,40,33,1000,0,ESE,12,
8/29/2017,0.333333333333333,36.4,0,Sunny,33,40,34,1000,0,SW,11,
8/30/2017,0.111111111111111,35.9,0,Sunny,46,39,32,1000,0,WSW,13,
8/31/2017,0,33.9,0,Sunny,63,38,32,1000,0,SSW,11,
9/1/2017,0,33.3,4,Sunny,60,39,31,1000,0,W,10,
9/2/2017,0.111111111111111,34.4,17,Partly cloudy,56,40,32,1001,0,SSE,11,
9/3/2017,0.222222222222222,34.9,1,Sunny,52,38,32,1001,0,S,12,
9/4/2017,0.055555555555556,36.8,0,Sunny,45,40,33,1003,0,SE,12,
9/5/2017,0.055555555555556,37,0,Sunny,45,39,34,1004,0,SSE,14,
9/6/2017,0.055555555555556,36.9,1,Sunny,44,39,34,1003,0,SSE,14,
9/7/2017,0.055555555555556,36.6,0,Sunny,48,39,34,1004,0,S,13,
9/8/2017,0.055555555555556,36.1,0,Sunny,51,38,33,1005,0,SW,12,
9/9/2017,0,35.6,1,Sunny,56,38,33,1005,0,SW,11,
9/10/2017,0.277777777777778,33.7,2,Sunny,61,37,31,1004,0,SW,10,
9/11/2017,0.055555555555556,36,0,Sunny,50,41,32,1005,0,ENE,11,
9/12/2017,0.222222222222222,35.8,0,Sunny,45,40,32,1006,0,S,13,
9/13/2017,0.222222222222222,34.8,0,Sunny,49,38,32,1006,0,S,14,
9/14/2017,0.055555555555556,35,0,Sunny,51,38,33,1005,0,S,9,
9/15/2017,0,35,0,Sunny,50,38,33,1005,0,S,9,
9/16/2017,0.055555555555556,34.9,0,Sunny,47,38,32,1005,0,SW,9,
9/17/2017,0.055555555555556,34.5,0,Sunny,56,38,33,1005,0,WSW,10,
9/18/2017,0.055555555555556,36.2,0,Sunny,45,39,32,1005,0,WSW,12,
9/19/2017,0.277777777777778,35.2,0,Sunny,46,40,33,1005,0,WSW,10,
9/20/2017,0.166666666666667,34.9,0,Sunny,41,38,33,1004,0,ESE,9,
9/21/2017,0.055555555555556,36.9,0,Sunny,30,39,32,1003,0,ENE,16,
9/22/2017,0.055555555555556,36.1,0,Sunny,30,38,32,1004,0,ENE,15,
9/23/2017,0.111111111111111,35.7,0,Sunny,34,38,34,1006,0,SSE,11,
9/24/2017,0.111111111111111,34.5,0,Sunny,36,38,32,1007,0,SE,10,
9/25/2017,0,32.9,0,Sunny,45,38,30,1007,0,SW,11,
9/26/2017,0.055555555555556,32.1,0,Sunny,56,37,30,1006,0,WSW,9,
9/27/2017,0.277777777777778,32.1,0,Sunny,59,37,31,1008,0,SSW,10,
9/28/2017,0,32.8,0,Sunny,61,37,31,1007,0,SW,12,
9/29/2017,0,32.3,0,Sunny,68,37,31,1006,0,WSW,9,
9/30/2017,0,33.3,0,Sunny,61,37,31,1007,0,S,9,
10/1/2017,0,33.8,0,Sunny,49,38,31,1009,0,SSW,12,
10/2/2017,0.111111111111111,33.3,0,Sunny,54,37,31,1007,0,SSW,10,
10/3/2017,0.111111111111111,32.8,0,Sunny,61,37,31,1006,0,W,10,
10/4/2017,0.055555555555556,33.1,0,Sunny,55,37,30,1007,0,SSW,11,
10/5/2017,0.055555555555556,33.3,1,Sunny,55,36,30,1007,0,SW,12,
10/6/2017,0.111111111111111,32.7,0,Sunny,65,30,30,1007,0,NNE,8,
10/7/2017,0,32.7,0,Sunny,52,37,30,1010,0,SW,13,
10/8/2017,0.111111111111111,32.7,0,Sunny,60,36,29,1009,0,SW,13,
10/9/2017,0.055555555555556,32.6,0,Sunny,66,36,31,1007,0,W,10,
10/10/2017,0,32.2,0,Sunny,66,36,30,1007,0,WSW,8,
10/11/2017,0.166666666666667,31.8,0,Sunny,59,36,28,1006,0,SSW,10,
10/12/2017,0.166666666666667,32.4,0,Sunny,57,37,30,1007,0,SSW,11,
